Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50
-4.525724934,0.720105775,-1.499100364,0.469155173,0.039681487,-1.769327674,-0.024501159,-0.030473011,-0.761644483,-0.129169801,-0.031835925,-0.423248825,-0.217595216,-1.741888271,-0.673507408,-0.508140407,0.367390976,0.967976331,0.662920418,-0.387936491,0.356482566,0.441762997,-0.539909168,0.506346775,0.821555701,-0.054606233,-0.852805397,-0.483109743,-0.402337138,0.215625588,0.48061441,-1.47254599,-1.566701288,-0.668835731,0.690768441,0.174456453,1.026811613,0.480618498,0.484862392,0.208260434,-0.383667067,0.027453765,-0.075722451,-0.15680132,-0.646224656,0.100727829,0.835358991,0.433878446,0.478275267,0.265729462,0.53421231
5.868939303,-1.487430675,-1.416970221,-1.582354715,-1.086099068,1.190801141,0.210430979,0.291093863,0.33649521,-1.125616835,-0.781123085,-1.169744148,0.752852782,-0.384746035,1.021590792,-0.709185772,0.152804929,-0.206816112,0.016510545,0.49952982,-0.83892518,1.238686106,0.242695523,1.095563822,-1.535890822,-0.480508678,0.808506864,0.432674265,1.217137305,1.619916945,0.330167553,-0.432724434,-1.124012375,0.565202287,0.434166753,0.327892519,0.833880657,0.764459301,1.178257428,-1.008846236,-0.473324407,-0.095605896,1.017037957,0.476388714,-0.14111613,-0.208809503,-0.431722788,-0.007129719,1.030483899,-0.321299638,0.494262752
-0.843044771,-2.044264153,-0.090235884,-0.413478437,-0.897771451,0.691932331,-1.553025051,0.826677676,2.125174448,1.951979032,1.007079161,-0.835933704,0.912335882,1.397724305,-0.801385664,1.279529781,-1.192861275,0.088011706,-1.409351701,0.352086505,-1.596674642,-2.669112737,2.057884159,-0.930307646,-1.079913276,-0.358976643,2.097195921,-1.6095002,-2.210870882,0.719227534,0.095023018,-1.176914881,1.028773638,1.396982517,0.462899608,0.638299057,-0.269430514,-0.644738058,0.907426468,-1.664581484,-1.878004283,2.268147178,-0.379480985,-0.647274931,-2.471271823,0.608455225,0.773824099,-0.406804023,-0.908551598,-0.147968719,0.086921378
4.503799925,1.469962943,1.995433015,0.639443842,2.701540676,-1.569080828,-0.044992519,-2.791861658,1.046928798,-0.445534812,0.260105361,1.086893089,-0.423225345,-0.15900451,-0.094970732,1.156577384,0.521519072,0.128802441,-0.161751412,0.133942155,0.407288929,0.634853893,-0.143894794,-1.720253724,1.550394992,-1.991779498,-1.43070523,-0.984663854,1.149743659,-0.469229915,1.419933378,0.864006959,0.319543337,1.574404041,-0.679381721,-0.391183034,0.407309682,1.355703292,1.12783157,-0.430128222,-0.051247347,-0.335033076,0.988015155,-1.160419698,-0.481574342,-2.224718554,-0.432239222,-0.177118568,-0.622744461,0.36149068,-1.323784946
0.903361521,0.75554969,1.928253623,1.422884589,0.623090413,-0.407579457,-0.857538568,0.39686915,0.681638975,0.875892263,1.137933299,0.085594015,-2.475881546,0.449169213,-1.852891615,2.722328448,1.008312198,-0.424861409,0.185145316,1.186431177,1.361132637,0.742768018,1.271638892,0.359249554,-0.127550494,0.04127696,-0.315080748,-0.622695247,-0.600149094,0.778326805,-2.505783251,1.062581275,0.913583285,-0.286665837,-1.332747785,-0.347886393,-0.650963965,-0.504374406,-0.112807302,0.335364579,0.726889812,1.091445839,0.265309053,0.63121611,-1.9068981,0.228800354,0.704191494,0.939810841,-0.781341557,-1.267607155,-1.40599178
-6.15688237,1.022604361,0.70853219,0.993259004,-1.241368528,0.654309337,1.230356674,0.057362066,-1.422665577,0.09227316,-0.178322735,-0.250582915,-1.343056776,1.017710217,0.913351586,0.247449386,0.095675765,0.346953929,0.543264838,-1.076364119,-1.046914963,-0.63966319,1.634465827,0.754848502,-1.702123924,1.970861378,1.889171938,-0.445935512,0.695252562,0.28784622,-0.898016792,-1.365750729,0.329940833,-0.396060013,1.385449618,0.263887558,-1.280688968,-0.387900612,-0.954951157,-0.715351542,2.103430325,-1.378823314,-0.985852125,1.160930998,-0.550312587,-0.83859511,0.398373848,-0.483187265,-1.259555289,1.191117539,0.314718208
1.238307852,-1.030194922,-1.769500859,-1.088665498,0.272122063,-1.275398123,-1.812811114,-1.197745496,0.677867418,0.320571928,-0.893636443,0.320292842,0.025799668,-1.166737271,0.586873926,-0.495643311,1.21192429,3.173609553,0.9418368,-0.447773038,-0.396391636,0.576376399,0.222385623,0.229583501,-1.294252939,-1.892390643,-0.877482575,-1.188353098,0.24526884,0.106412977,0.568451432,-1.797402975,-2.205913042,-0.687630769,1.453470077,0.779270322,-0.256810398,0.579083857,0.388801266,0.553614842,2.840666886,0.398473424,0.286668234,0.160262632,1.972730918,-2.158417698,-0.254852873,0.440167316,0.56146664,-0.85532148,0.586954792
-7.370734392,0.20791151,-0.907229367,-0.83921576,0.069460622,0.88200321,1.545502287,1.384880341,-0.670740249,-1.536561069,0.329364989,-0.969204242,1.042291921,-0.996941058,-1.236179442,-0.263507345,-1.583531985,-0.911205438,0.01227166,0.076044511,-0.295082931,0.260281726,-0.993629223,1.141773519,-0.439677286,0.382905472,-0.486464675,0.586248183,0.019690615,-1.24409698,-1.108104202,0.397688375,-0.362364842,-0.040857993,-1.393466016,0.061502102,-0.013591685,0.31582272,0.253107975,-0.90450995,-0.210761566,2.093033874,-0.30728152,-0.630648618,0.897023428,0.128683409,-0.869136733,0.643045205,-0.311508046,-0.059954249,-2.61797164
5.367808777,0.168666576,1.141371149,0.039100651,0.680506082,-0.355603468,-0.384836534,-2.410656697,0.449458016,-0.634985007,-1.1054996,0.489779397,-0.159401721,0.267407829,0.244098404,-0.703428906,0.252120398,0.58235732,-0.341931695,-0.282568732,-0.555703262,0.484234614,-0.403296403,0.068283615,-2.42200077,-2.278940116,0.301049354,-1.275081262,1.18105203,0.618041576,0.24224637,0.743490043,-0.001294003,0.526777328,-0.522924882,0.717657042,0.429665417,1.141247184,1.522933244,0.748852187,0.016794634,1.184159668,0.902221258,1.13190656,0.865520006,1.007434369,0.576435222,0.263887409,-0.066565681,1.128787831,-0.558006691
1.343406115,1.497031316,0.227346997,1.511184356,0.577710057,-1.773007506,0.242778075,-0.122102723,-0.576208473,0.117923428,1.152109384,-0.1446421,-0.50955753,-0.67852392,-1.876196131,0.359420576,-0.137229132,-1.048333453,-0.228816503,0.256380701,1.593572283,0.183991603,0.120417786,0.419321595,1.375663277,0.62479309,-0.494943597,-0.434733678,-1.521718059,-0.68423459,-0.708013752,0.648981124,0.656254993,0.497621524,-1.663822515,-0.725309136,0.751872612,-1.106877638,0.67041381,-0.820415326,-1.598302209,0.650695244,0.931329247,-0.808503172,-1.728190791,1.37236772,-0.158951847,-0.945343444,1.737808455,-0.121693307,0.569992711
3.558224932,1.323061563,1.557511864,1.090551398,0.951747119,-0.26852416,0.270956374,0.079622386,-0.260587348,0.63202105,0.733998041,0.418041512,-1.246783875,-0.427804146,0.336133064,1.448897894,0.103527904,0.197228231,0.240014877,-0.369176614,0.385482665,0.023208012,-0.315937183,-0.497318985,-0.179970416,0.549564846,-0.688327476,-0.810172235,0.785574053,-2.055067771,-1.42082434,0.978501568,-0.284374935,-2.201998823,-0.921065501,-0.497669727,-1.004999494,-0.532654488,-0.095359794,-0.779241058,0.45019771,-0.235920834,0.421344116,0.44875169,0.244382021,0.232328823,1.294007087,1.020432469,0.757356162,-1.57871329,-0.27191036
2.395639015,0.286721587,-1.208703483,-0.266375698,-0.344480172,-0.382623608,0.85519572,-0.340546622,-0.795164668,-0.859639607,-0.469124918,-0.969944401,0.846223659,-0.837815774,-0.460366342,-0.674321921,-0.461572561,-1.055729587,-0.091391314,-0.053694095,0.527887741,0.220557464,0.332537441,1.200991048,0.033862229,0.610109745,0.302176163,0.184307336,1.791688343,1.089300185,0.172254556,-0.720027825,0.918021911,0.48732513,-0.093726583,0.415588237,0.226487772,0.371272948,-0.103415588,-0.935482425,0.806856631,-0.211114067,-1.992241554,1.250069847,0.981385972,-0.840001839,0.545967613,-0.649717746,0.007733391,0.705750863,-0.370286237
5.628248137,-1.298567569,-0.997280469,-1.005449277,-0.636412219,0.374905747,-0.374335141,-0.089083791,0.808619075,-0.803214282,-0.969690493,-0.691743031,0.709991769,0.064083717,0.201272414,-0.749932974,0.557253683,0.045742736,-1.191955835,1.586964427,-0.306743736,0.416667696,0.681971572,-0.267301237,-0.031051557,-0.594886288,0.262273616,0.944389833,0.523207605,1.14425253,-0.132038519,0.420288254,0.333412661,-0.91142217,-0.759694757,0.475248269,0.392797452,-0.049410633,1.20584508,0.94019093,-0.58333691,0.811883453,0.361885106,0.934667816,1.376108147,0.330710134,0.761588561,0.726229607,-0.55805123,-1.195482053,-0.285439202
7.179378666,-0.782994876,0.648927629,-3.023850904,3.499722651,2.93475454,-0.029203271,2.734842724,0.631770226,1.507297771,2.348045002,2.125714446,2.558792254,-0.85845325,1.360330861,1.575999452,-2.517377645,-1.161248294,-2.126456854,-2.742643373,1.399375697,-1.392471055,-2.231907528,1.432639741,-0.87084293,-1.638848478,0.700332382,0.838714225,-0.529670155,0.700644824,-0.457862216,-0.335215183,1.251551268,-0.346428835,-0.692647866,-2.165095342,0.138109835,0.939701337,0.418231422,-0.811040461,-0.574796799,0.996179938,0.861202492,-1.127142716,1.909904251,-0.021872898,-0.31614983,2.164269862,0.739305036,0.626774963,-0.341302687
1.056658108,-0.437289804,-0.326866918,1.358483695,-2.313795914,-0.957729414,-0.458468084,-0.840478233,0.468296651,-0.037314827,-1.395406198,-0.891376637,-0.646589098,1.353802236,-0.838506643,-1.736089611,1.194863804,0.949724595,0.416070502,0.735945516,-1.290473654,0.752419051,0.704733837,0.070056288,-0.35605057,1.132175333,-0.425442587,-0.08858812,0.115828926,-0.102191299,0.851579534,0.223256555,-0.234099512,-0.271439861,-0.038152628,1.808129381,-0.552706198,-0.280125683,-0.561737462,0.555095658,0.853538394,-0.614644922,-1.60068278,0.397764948,-0.233009127,-0.333440351,0.358249622,-0.202087909,-0.352908331,-0.466706301,0.689653043
-0.651552687,-0.528972738,0.706298952,-0.179959659,0.026076667,0.846699912,-0.283468085,0.564645382,0.107134565,-0.234973034,0.615883737,0.738504179,1.128946643,0.980098217,-0.626203098,-0.991416042,-1.361674814,-1.082070565,-0.480556643,-0.224278905,-0.827425783,-0.116082897,-0.71762913,-1.580513504,0.497587862,1.107915273,-0.237970629,0.638510201,-1.057692543,-0.795064653,0.82131489,0.922174016,-0.068010379,0.092792945,1.127147469,-1.98083746,-1.070605811,1.40378504,-2.308389668,-0.773860088,0.126472751,0.941986274,-0.742821681,0.490146425,-0.732073889,-1.129483742,-0.673185577,-0.975613191,-0.297472993,0.719199389,0.908650435
-1.334719878,0.61111449,-0.193485054,-0.46402126,1.751241475,-0.742303941,-0.220627284,-0.651840691,-0.338191574,0.973879978,0.764619912,1.372488651,1.279477953,-0.738416526,0.244121306,-0.443888002,-0.662761956,-0.189067937,0.65514921,-2.167735902,1.656165051,0.09981332,-1.250061176,1.044659233,0.28911145,-0.966057367,-0.531964117,-1.586597369,-0.288506763,-1.637852388,0.570202521,0.458047616,0.593781565,1.847564238,0.903796626,-0.600625863,1.012257801,-0.350610964,0.054877049,-0.788265761,0.28777544,1.3595063,0.310296998,-0.541187029,0.972686284,-0.985693361,-1.429880578,-1.338554971,0.675847403,0.540370498,-1.797082287
-0.978457649,0.306532291,0.753662739,0.137009508,0.768405182,-0.259475894,-0.034159958,-0.503972489,0.133851932,-0.48668121,1.14250139,0.985508266,-0.239815037,1.341012947,-0.724767725,0.991826134,-1.117662725,0.593698661,-0.678112603,-0.142366012,-0.530961186,0.298734292,0.416129956,-1.145991621,0.183563561,-0.010274008,-0.266850596,-1.79604362,0.192364131,-1.148396759,-0.196997157,0.538891374,1.364152842,-0.723218205,-0.076366417,-0.399908095,0.347079458,-0.541621618,0.553945064,2.191009134,0.20427535,1.110601899,-1.093794613,-0.40524941,0.220986929,-0.801720493,0.389431476,-0.435987778,-2.554349913,-0.530474138,-0.181996303
5.142405087,-0.047445544,-0.194678016,-0.578411282,0.073390958,-0.328378895,-0.185547136,-1.50398091,0.004938118,-1.793315987,0.314858616,0.493586049,-1.26150479,0.796211565,0.229296383,-0.378845569,1.374701315,-0.006795971,0.948627785,0.596872155,0.6095663,2.185988563,0.577874743,0.901801146,-2.330342446,-1.183926824,-1.183639364,0.111087129,1.609931553,0.945548888,0.229503335,-0.62471231,-2.652560705,-1.943948631,-1.245973761,2.615866701,-1.552987199,0.511834683,1.448436352,0.908778793,0.935395708,-0.213872185,0.520011264,0.812085202,1.477654786,0.705278956,-0.208166432,0.961573902,0.52412575,0.410955502,0.204207459
1.104244146,-0.631289903,-1.133372497,0.13881445,-0.562698063,-1.359992546,-1.471540766,-1.043520353,0.421138395,1.132993859,-1.477508707,-0.571409289,-0.662641012,-1.548545125,0.528539945,-0.060220599,1.471799752,1.846144258,1.562415588,-0.261866289,-0.433123678,-0.105582162,-0.167654978,0.685064891,-0.027997334,-1.501790978,-0.269595589,0.003604196,1.076931667,1.38867711,0.502376041,0.105243203,0.389708845,1.205866498,0.662495662,0.56501424,0.450232172,0.420012517,-0.666470438,-0.224626403,2.282674154,0.32563918,-0.703042322,1.381933616,-0.519563171,-0.735221668,0.342227691,0.612777931,-0.021316659,1.274747174,-1.694889292
-3.223259919,0.445721982,1.407935201,1.218939566,0.253576222,-0.855741248,-1.517573792,-1.024636469,-1.161248432,0.322870292,-0.03162213,2.107110333,-0.867620868,0.696507659,0.112738783,0.12164793,0.254188039,0.778656047,-0.04085349,-0.779154549,0.513456322,0.353214145,-0.83540616,-0.551546326,-0.393204073,0.528556343,-0.83452448,0.261660127,0.035134407,-0.050582822,-0.603331049,0.892245423,-0.138968252,-1.171167771,0.071816536,-2.342367041,0.126886706,0.084854838,-1.106829789,-0.561930991,1.209202512,0.072903151,-0.025032224,0.799246866,-0.396340549,-0.303720696,-0.058391293,-0.124677427,-0.74411743,-1.959023358,0.983497307
0.176425533,1.279020292,0.420842123,0.859111967,0.446659535,-0.91234053,1.213434053,-1.082192277,-0.560962364,-0.352884008,0.54609082,0.108917599,0.981408354,0.564441246,-0.388152588,-0.880727055,-1.526976757,-0.862863026,-0.606568397,0.00311542,0.304557905,-0.452673879,0.471190289,-2.115079252,1.73850949,1.127864663,-0.805090401,-0.615762374,-1.19026818,-2.320333258,-0.352971463,0.52198757,1.119723546,0.682866871,-0.701134848,-0.449109135,0.576365171,0.880371934,0.954957243,0.098630855,-0.861288372,1.334214285,0.057638979,0.217751103,-1.670450637,-0.606684019,0.97340152,-1.48881074,-0.223844,-0.328423165,0.726654888
-0.542570814,-0.631506306,-2.548670792,-0.597865179,-2.254276618,-0.231719569,0.747540129,-0.067442659,0.062955929,-2.105445416,-2.105036512,-3.121281366,-0.818596528,-1.041090782,-0.526634151,-0.697134056,1.05787992,2.463117371,-0.489682704,1.852411986,-1.0792104,1.884376649,3.053388822,0.064847605,-0.846182933,0.684302111,0.798853651,0.114245084,0.292486794,2.356627558,-0.538075986,-2.030287135,-2.114927674,-0.413199201,0.01835911,3.024892054,-0.762338085,-0.767064649,0.865726625,2.457688794,0.730126312,-0.619359671,-0.083576794,1.004843112,1.47794698,0.336813871,-0.197714843,0.861158345,-0.948216353,-0.47668642,-0.304706487
-3.338878726,1.071672931,-1.574777393,0.073269132,-1.314759707,0.010143586,2.177798923,0.715099628,-1.555467418,-2.41930879,-0.142548271,-1.932434773,-0.147551908,-0.843047741,-1.543811958,-2.315442848,-0.621036043,-0.443412067,0.065956497,0.109628961,-0.885411155,1.127082498,1.368173931,0.394934152,-0.142629241,0.812252638,-0.562055719,-0.663345579,-0.741790979,0.879192308,-0.648478114,-1.586908146,-1.244541593,0.401193193,-0.089222745,0.89973688,-1.568481832,0.195691846,-1.073414227,0.732202336,0.095962368,0.373864813,-1.120933971,0.147978467,-0.402454319,0.391202633,-0.300520308,-0.253124651,0.780637176,-0.196205903,-0.876982999
-0.121292782,-0.853111079,0.724373836,-0.152161833,-0.050538393,0.853654641,-1.070232376,0.615893565,0.547559325,2.461244583,1.31855752,1.33235995,-0.158653536,1.54459687,1.290751285,0.74753534,-0.517458444,0.147551853,0.268808162,-1.879797397,-1.016175566,-1.893900641,-0.800813307,0.096364082,-0.435457915,-0.46440906,0.403258539,-1.454233414,-0.10411799,0.635928999,-0.38722916,-0.822455629,2.131328446,0.066115166,2.3877766,-0.851540377,0.240801492,0.755192804,-0.379897426,1.001451259,0.057036169,-0.370605977,-1.158623496,-0.184964057,-1.619321389,-0.137191075,1.506704706,-1.09995137,0.098888277,0.409174918,0.150162283
3.769728308,0.246839093,0.48700071,0.664138604,-1.278655783,0.928441984,0.98349936,0.992927163,-1.056155847,-1.051364321,-0.245772481,-0.072050909,-0.219744806,1.188401526,-0.359082759,-0.475579555,-0.28496064,-1.078944029,-0.357034602,0.690775001,-0.032562757,-0.042271489,-0.557293732,0.090816607,-0.265410815,1.935160431,-0.516415019,1.625637335,0.328509619,-1.464090751,-0.394618429,1.05508354,-0.504062669,-1.500581206,-0.928682145,0.102984279,-0.331086828,-0.047594348,-0.350254104,-0.054908874,-0.895102189,-0.328982963,0.619358965,0.141821523,0.371502654,1.426278855,-0.710075944,0.535062262,0.29673696,0.832037099,0.511521027
1.965532804,1.739778024,0.318095354,1.151262237,0.69661355,-1.537449415,0.948608647,-1.532353053,-1.102331867,-0.081717718,-0.068592583,0.374018284,-0.210311393,-0.402030999,-0.764220104,-0.69131976,-0.503241891,-1.075945051,2.324558487,-0.295445295,0.534068441,-0.549130629,-0.547908458,0.437796566,-0.495287331,0.111066052,0.224444152,-1.96375302,0.40304773,-2.517681352,2.263311363,1.189167055,-0.077923542,1.680862287,-0.880257288,0.115910286,0.282107094,-0.456411181,0.786997979,-0.456493385,0.67753291,-0.765961046,-0.221746363,1.203805527,0.497163131,-0.941182998,-0.533749455,-0.703625444,0.957950403,-0.063426523,-1.669677411
-0.247195643,-2.626443806,-2.690549751,-1.138615173,-1.905446556,0.324780002,-1.497284861,2.157836913,1.464050779,1.204146228,-0.54361342,-2.070255211,0.745344658,-1.403103171,0.129121397,0.909536163,0.51014491,1.498719906,0.420354723,1.436784937,-0.652699463,-0.816478347,0.778193648,-0.176003606,1.318511487,0.188076544,-0.478197697,2.647145759,-0.545985481,0.20061721,-0.930527634,-2.167943638,0.044214786,0.100129502,0.744452546,0.823235531,1.195608005,-0.854353618,0.16562863,-0.828677722,-0.630005472,-0.627885272,-0.515516106,-2.614816945,-0.837529554,-0.191586272,-0.082169096,-0.325510453,1.446579207,-1.219742707,2.234730321
4.791278749,-0.152824426,-0.392847894,-0.622445676,0.894170236,-0.127365544,-0.529967518,0.43820641,0.589337371,0.279959724,0.390608923,-0.293690444,-0.032771078,-1.293707995,-0.557721148,1.322092609,0.220071988,0.29650848,0.063249553,-0.454060257,0.3340416,0.081084854,0.117300834,0.595373197,0.328645581,-1.746573715,-1.423739159,-0.794885098,0.712717627,0.891589949,-0.84369469,-1.531955734,2.16067361,-0.725356497,1.100478923,-0.263910108,0.277571475,-0.822085961,-0.663793625,-0.992515259,1.462299312,0.273978758,0.500428206,-0.080029603,1.438177615,-0.535239178,0.038140122,0.503366443,0.363719672,0.38797901,-0.460973217
5.16350013,0.853414136,-0.553369837,0.35081448,0.075546087,-0.608620637,1.005711092,0.169360281,-0.7137774,-0.307721637,0.272960587,-0.107139965,-0.306913866,-0.848479708,0.851921595,-0.743819765,0.532708484,-0.651853386,1.30739337,0.130018014,0.267750869,1.475066773,-1.146068773,0.410684279,0.593421625,0.895609651,0.306311646,-0.960943626,-0.018796168,-0.461882722,0.309946649,0.660039457,-0.427852365,-0.662841993,0.653326693,-0.770042554,1.07711567,-0.396274066,-0.003232349,1.296798467,1.207516977,-1.60960201,0.837165867,1.109857743,-0.392613853,-0.756300066,0.2627648,-0.790512284,-0.925142967,-0.439737978,0.143514742
7.089879234,-0.054125695,-0.353539947,-0.595336449,1.198175204,-0.155721293,0.249885957,0.560515222,1.041544851,0.533584332,1.021614479,-0.339547594,0.86975094,-0.865345672,-1.076713212,-0.320675678,-1.46728547,-0.546389892,-0.073368071,0.134408236,-0.179231358,-0.494622468,-1.088580922,0.015105939,-0.134198112,-1.935062536,-0.595401686,-2.214786026,-1.374882914,-1.139405508,-0.401356186,0.762415801,1.663204795,2.047759695,-0.551560275,-0.412434024,2.180923299,0.077743164,1.909276575,1.574912518,-0.109226517,1.582032683,1.870894742,-0.411392584,-0.349558857,0.849682703,-0.746997082,-0.502555179,1.450766186,1.697789877,-1.097279306
